step,equity
253,208.6032707389189
254,214.86136886108648
255,221.30720992691909
256,232.37257042326505
257,240.0609445323551
258,244.09659321264846
259,238.6381284425218
260,241.39603785408158
261,242.83136564672745
262,250.11630661612926
263,257.61979581461316
264,255.04359785646702
265,262.694905792161
266,265.3218548500826
267,267.97507339858345
268,270.6548241325693
269,277.0773727739248
270,279.8481465016641
271,293.8405538267473
272,302.6557704415497
273,314.5517019398545
274,319.4927286741887
275,322.6876559609306
276,325.9145325205399
277,335.6919684961561
278,343.41794445450984
279,346.85212389905496
280,358.03910159630493
281,362.15274233804973
282,370.4728313627678
283,381.58701630365084
284,377.77114614061435
285,385.22819116078585
286,396.78503689560944
287,406.44588996785035
288,419.9797506362813
289,432.57914315536976
290,441.51531756002674
291,445.930470735627
292,459.30838485769584
293,470.6890285008831
294,484.80969935590963
295,500.5199883476961
296,495.5147884642191
297,503.067361662015
298,498.03668804539484
299,512.9777886867568
300,518.1075665736244
301,519.649553378903
302,543.2495222652084
303,553.4989376451462
304,570.1039057745005
305,583.9160441330606
306,592.0563440249116
307,604.781937535808
308,586.6384794097337
309,589.971652588198
310,601.2546990731452
311,631.3174340268024
312,646.645724074534
313,663.9559326882214
314,683.8746106688681
315,718.0683412023114
316,739.6103914383808
317,741.9168687505587
318,754.9957194803117
319,792.7455054543273
320,805.7118691872644
321,829.8832252628823
322,846.7607829301173
323,872.1636064180209
324,880.8852424822011
325,891.0707420261467
326,928.9412485622579
327,911.8738221349993
328,920.9925603563493
329,958.3274200611174
330,948.7441458605063
331,948.0686160365364
332,957.5493021969017
333,968.5010893229459
334,939.4460566432574
335,948.84051720969
336,982.1948722646489
337,1011.6607184325884
338,1021.7773256169143
339,1031.9950988730834
340,1008.8833523474227
341,1034.5891473524393
342,1086.3186047200613
343,1105.3536820995353
344,1128.9637060820296
345,1162.8326172644904
346,1217.7267115429536
347,1184.5159830463274
348,1220.0514625377173
349,1220.997238865266
350,1263.391088156752
351,1276.2414037773697
352,1301.1532119775989
353,1349.3836418878536
354,1388.5157675026012
355,1443.161271564508
356,1514.8575119905427
357,1570.5154132457553
358,1649.0411839080432
359,1698.5124194252846
360,1647.557046842526
361,1700.7947547691272
362,1751.818597412201
363,1839.409527282811
364,1866.4846642190532
365,1959.808897430006
366,1979.406986404306
